Srno,Company_Name,Bid_Opening_Date,Bid_Closing_Date,Face_Value,Bid_Price_From,Bid_Price_To,Market_Lot,Listing_at,Issue_size,Fresh_issue,Offer_for_sale,Basis_of_Allotment_Date,Initiation_of_refunds,Credit_of_shares_to_demat_account,Listing_date,Listing_day,Listing_year,BSE_script_code,NSE_symbol,Listing_in,ISIN,Qualified_Institutional_Buyers,Non_Institutional_Investors,Retail_Individual_Investors,Total_Subscription,Registrar_Name,Pre_Issue_Share_Holding,Post_Issue_Share_Holding,NSE_Listing_day_open,NSE_Listing_day_low,NSE_Listing_day_high,NSE_Listing_day_last_trade,NSE_Listing_day_volume,NSE_SME_Listing_day_open,NSE_SME_Listing_day_low,NSE_SME_Listing_day_high,NSE_SME_Listing_day_last_trade,NSE_SME_Listing_day_volume,BSE_Listing_day_open,BSE_Listing_day_low,BSE_Listing_day_high,BSE_Listing_day_last_trade,BSE_Listing_day_volume,BSE_SME_Listing_day_open,BSE_SME_Listing_day_low,BSE_SME_Listing_day_high,BSE_SME_Listing_day_last_trade,BSE_SME_Listing_day_volume
478,Perfect Infraengineers Ltd ,"Oct 30, 2015","Nov 4, 2015",10,23,23,6000,NSE SME,[.] Eq Shares of ₹10 (aggregating up to ₹6.00 Cr),NaN,NaN,NaN,NaN,NaN,"Friday, November 20, 2015",Friday,2015,NaN,PERFECT,NaN,INE925S01012,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,23.6,26,25.1,264000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
479,Navigant Corporate Advisors Ltd ,"Nov 30, 2015","Dec 7, 2015",10,14,14,10000,BSE SME,"850,000 Eq Shares of ₹10 (aggregating up to ₹1.19 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, December 18, 2015",Friday,2015,539521,NaN,MT,INE364T01012,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.15,13.5,14.35,13.78,180000
480,Dr. Lal PathLabs Limited ,"Dec 8, 2015","Dec 10, 2015",10,540,550,20,"BSE, NSE","11,600,000 Eq Shares of ₹10 (aggregating up to ₹638.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, December 23, 2015",Wednesday,2015,539524,LALPATHLAB,B,INE600L01024,63.56,61.28,4.24,33.41,Link Intime India Private Ltd,NaN,NaN,720,711.15,843.7,825,22217904,NaN,NaN,NaN,NaN,NaN,717,715.5,842.4,824.15,4969365,NaN,NaN,NaN,NaN,NaN
481,Alkem Laboratories Limited ,"Dec 8, 2015","Dec 10, 2015",2,1020,1050,14,"BSE, NSE","12,853,442 Eq Shares of ₹2 (aggregating up to ₹1,349.61 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, December 23, 2015",Wednesday,2015,539523,ALKEM,B,INE540L01014,57.19,129.96,3.17,44.29,Link Intime India Private Ltd,NaN,NaN,"1,380.00","1,356.20","1,413.70","1,381.70",10984341,NaN,NaN,NaN,NaN,NaN,"1,380.00","1,355.40","1,410.00","1,381.45",2437867,NaN,NaN,NaN,NaN,NaN
482,Narayana Hrudayalaya Ltd ,"Dec 17, 2015","Dec 21, 2015",10,245,250,60,"BSE, NSE","24,523,297 Eq Shares of ₹10 (aggregating up to ₹613.08 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, January 6, 2016",Wednesday,2016,539551,NH,B,INE410P01011,24.43,3.62,1.89,8.7,KFintech Private Limited,NaN,NaN,291,291,345.65,336.95,41383689,NaN,NaN,NaN,NaN,NaN,291,291,344.2,336.7,8951359,NaN,NaN,NaN,NaN,NaN
483,Suncare Traders Ltd ,"Dec 15, 2015","Dec 18, 2015",10,64,64,1600,BSE SME,"3,784,000 Eq Shares of ₹10 (aggregating up to ₹24.22 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, December 29, 2015",Tuesday,2015,539526,NaN,MT,INE452S01017,NaN,NaN,NaN,NaN,Satellite Corporate Services Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.7,63.65,64.7,64.4,334000
484,OFS Technologies Ltd ,"Dec 28, 2015","Dec 31, 2015",10,25,25,6000,BSE SME,"1,700,000 Eq Shares of ₹10 (aggregating up to ₹4.25 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, January 14, 2016",Thursday,2016,539570,NaN,MT,INE742R01013,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.75,25.45,28.05,27.35,576000
485,Fourth Dimension Solutions Ltd ,"Dec 30, 2015","Jan 7, 2016",10,30,30,4000,NSE SME,"2,892,000 Eq Shares of ₹10 (aggregating up to ₹8.68 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, January 22, 2016",Friday,2016,NaN,FOURTHDIM,NaN,INE382T01014,NaN,NaN,NaN,NaN,Sharepro Services Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.8,31.8,36,36,156000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
486,Precision Camshafts Ltd ,"Jan 27, 2016","Jan 29, 2016",10,180,186,80,"BSE, NSE","15,867,366 Eq Shares of ₹10 (aggregating up to ₹410.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, February 8, 2016",Monday,2016,539636,PRECAM,B,INE484I01029,2.62,0.73,2.01,1.91,Link Intime India Private Ltd,NaN,NaN,165,154.5,185,177.45,11220947,NaN,NaN,NaN,NaN,NaN,163.1,155,184.7,177.25,3079000,NaN,NaN,NaN,NaN,NaN
487,Blueblood Ventures Ltd ,"Jan 21, 2016","Jan 27, 2016",10,50,50,3000,BSE SME,"1,407,000 Eq Shares of ₹10 (aggregating up to ₹7.04 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, February 8, 2016",Monday,2016,539637,NaN,M,INE562S01013,NaN,NaN,NaN,NaN,Skyline Financial Services Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51,44,51,45.05,984600
488,Ganga Pharmaceuticals Ltd ,"Jan 29, 2016","Feb 9, 2016",10,15,15,8000,BSE SME,"1,024,000 Eq Shares of ₹10 (aggregating up to ₹1.54 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, February 22, 2016",Monday,2016,539680,NaN,MT,INE615T01017,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.5,14.5,14.5,14.5,8000
489,TeamLease Services Ltd ,"Feb 2, 2016","Feb 4, 2016",10,785,850,15,"BSE, NSE","4,974,438 Eq Shares of ₹10 (aggregating up to ₹423.68 Cr)","1,764,705 Eq Shares of ₹10 (aggregating up to ₹150.00 Cr)","3,209,733 Eq Shares of ₹10 (aggregating up to ₹272.83 Cr)",NaN,NaN,NaN,"Friday, February 12, 2016",Friday,2016,539658,TEAMLEASE,B,INE985S01024,26.97,185.24,10.61,66.02,KFintech Private Limited,NaN,NaN,860,806.65,"1,032.00","1,032.00",5498099,NaN,NaN,NaN,NaN,NaN,860,805.9,"1,032.00","1,021.95",1315394,NaN,NaN,NaN,NaN,NaN
490,Quick Heal Technologies Ltd ,"Feb 8, 2016","Feb 10, 2016",10,311,321,45,"BSE, NSE","14,057,719 Eq Shares of ₹10 (aggregating up to ₹451.25 Cr)","7,788,161 Eq Shares of ₹10 (aggregating up to ₹250.00 Cr)","6,269,558 Eq Shares of ₹10 (aggregating up to ₹201.25 Cr)",NaN,NaN,NaN,"Thursday, February 18, 2016",Thursday,2016,539678,QUICKHEAL,B,INE306L01010,4.34,36.69,3.82,10.8,Link Intime India Private Ltd,NaN,NaN,305,245.6,330,253.85,22072111,NaN,NaN,NaN,NaN,NaN,304.95,246,329.95,254.45,5539801,NaN,NaN,NaN,NaN,NaN
491,Vidli Restaurants Ltd ,"Feb 3, 2016","Feb 5, 2016",10,10,10,10000,BSE SME,"1,310,000 Eq Shares of ₹10 (aggregating up to ₹1.31 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, February 15, 2016",Monday,2016,539659,NaN,M,INE564S01019,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,12,12,12,50000
492,Sylph Education Solutions Ltd ,"Feb 10, 2016","Feb 15, 2016",10,12,12,10000,BSE SME,"4,000,000 Eq Shares of ₹10 (aggregating up to ₹4.80 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, February 23, 2016",Tuesday,2016,539682,NaN,NaN,INE622Q01019,NaN,NaN,NaN,NaN,Purva Sharegistry India Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.7,11.4,11.7,11.4,20000
493,K.P. Energy Ltd ,"Feb 15, 2016","Feb 17, 2016",10,60,70,2000,BSE SME,"920,000 Eq Shares of ₹10 (aggregating up to ₹6.44 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, February 25, 2016",Thursday,2016,539686,NaN,M,INE127T01013,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,70,72,70.95,106000
494,Hi-Tech Pipes Ltd ,"Feb 15, 2016","Feb 19, 2016",10,50,50,3000,NSE SME,"2,730,000 Eq Shares of ₹10 (aggregating up to ₹13.65 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, February 25, 2016",Thursday,2016,NaN,HITECH,NaN,INE106T01017,NaN,NaN,NaN,NaN,Sharepro Services Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,70,72,70.95,106000
495,Wealth First Portfolio Managers Ltd ,"Mar 10, 2016","Mar 18, 2016",10,50,50,3000,NSE SME,"1,680,000 Eq Shares of ₹10 (aggregating up to ₹8.40 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, March 30, 2016",Wednesday,2016,NaN,WEALTH,NaN,INE658T01017,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52,45,52,51.5,81000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
496,Relicab Cable Manufacturing Ltd ,"Mar 9, 2016","Mar 14, 2016",10,20,20,6000,BSE SME,"1,608,000 Eq Shares of ₹10 (aggregating up to ₹0.32 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, March 22, 2016",Tuesday,2016,539760,NaN,M,INE773T01014,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,20,20.5,20.35,510000
497,HEC Infra Projects Ltd ,"Mar 10, 2016","Mar 18, 2016",10,100,100,1200,NSE SME,"538,800 Eq Shares of ₹10 (aggregating up to ₹5.39 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, March 30, 2016",Wednesday,2016,NaN,HECPROJECT,NaN,INE558R01013,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,90,109,97.9,132000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
498,Healthcare Global Enterprises Ltd ,"Mar 16, 2016","Mar 18, 2016",10,205,218,65,"BSE, NSE","29,800,000 Eq Shares of ₹10 (aggregating up to ₹649.64 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, March 30, 2016",Wednesday,2016,539787,HCG,B,INE075I01017,2.36,0.43,0.83,1.56,KFintech Private Limited,NaN,NaN,210.2,169.1,211.9,171,11075297,NaN,NaN,NaN,NaN,NaN,209.8,169,211,170.95,2886401,NaN,NaN,NaN,NaN,NaN
499,Bharat Wire Ropes Ltd ,"Mar 18, 2016","Mar 22, 2016",10,40,45,300,"BSE, NSE",[.] Eq Shares of ₹10 (aggregating up to ₹70.00 Cr),NaN,NaN,NaN,NaN,NaN,"Friday, April 1, 2016",Friday,2016,539799,BHARATWIRE,NaN,INE316L01019,1.01,2.02,2.08,1.21,KFintech Private Limited,NaN,NaN,47.25,44.9,47.25,45.55,4470641,NaN,NaN,NaN,NaN,NaN,47.35,45,47.5,45.4,1696605,NaN,NaN,NaN,NaN,NaN
500,Khemani Distributors & Marketing Ltd ,"Mar 16, 2016","Mar 18, 2016",10,100,100,1200,BSE SME,"1,584,000 Eq Shares of ₹10 (aggregating up to ₹15.84 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, March 30, 2016",Wednesday,2016,539788,NaN,M,INE030U01017,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105,101,105,101,4800
501,Infibeam Incorporation Ltd ,"Mar 21, 2016","Mar 23, 2016",10,360,432,34,"BSE, NSE","10,416,666 Eq Shares of ₹10 (aggregating up to ₹450.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, April 4, 2016",Monday,2016,539807,INFIBEAM,NaN,INE483S01012,0.86,2.23,1.31,1.11,Link Intime India Private Ltd,NaN,NaN,453,440.25,467,445.75,7342816,NaN,NaN,NaN,NaN,NaN,458,439.9,466.9,445.7,1524988,NaN,NaN,NaN,NaN,NaN
502,CHD Chemicals Ltd ,"Mar 21, 2016","Mar 23, 2016",10,11,11,10000,BSE SME,"1,800,000 Eq Shares of ₹10 (aggregating up to ₹1.98 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, April 1, 2016",Friday,2016,539800,NaN,NaN,INE043U01010,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2,8.8,10.5,8.8,120000
503,Umiya Tubes Ltd ,"Mar 18, 2016","Mar 22, 2016",10,10,10,10000,BSE SME,"2,000,000 Eq Shares of ₹10 (aggregating up to ₹2.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, April 1, 2016",Friday,2016,539798,NaN,NaN,INE173U01015,NaN,NaN,NaN,NaN,Purva Sharegistry India Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.5,10,10.6,10.45,300000
504,Nintec Systems Ltd ,"Mar 29, 2016","Apr 6, 2016",10,10,10,10000,BSE SME,"1,880,000 Eq Shares of ₹10 (aggregating up to ₹1.88 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, April 18, 2016",Monday,2016,539843,NaN,M,INE395U01014,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.7,11.12,12,11.4,170000
505,Equitas Holdings Limited ,"Apr 5, 2016","Apr 7, 2016",10,109,110,135,"BSE, NSE","[.] Eq Shares of ₹10 (aggregating up to ₹2,175.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, April 21, 2016",Thursday,2016,539844,EQUITAS,B,INE988K01017,14.93,57.29,1.4,17.21,KFintech Private Limited,NaN,NaN,145.1,134.3,147,135.2,136250158,NaN,NaN,NaN,NaN,NaN,144,134.15,147,135.25,30879059,NaN,NaN,NaN,NaN,NaN
506,Ruby Cables Ltd ,"Mar 30, 2016","Apr 5, 2016",10,50,50,3000,BSE SME,"2,001,000 Eq Shares of ₹10 (aggregating up to ₹10.01 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, April 13, 2016",Wednesday,2016,539836,NaN,M,INE812T01010,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.9,49.2,50.9,50,108000
507,Lancer Container Lines Ltd ,"Mar 31, 2016","Apr 5, 2016",10,12,12,10000,BSE SME,"1,540,000 Eq Shares of ₹10 (aggregating up to ₹1.85 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, April 13, 2016",Wednesday,2016,539841,NaN,MT,INE359U01010,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.6,12.6,12.6,12.6,10000
508,Raghav Ramming Mass Ltd ,"Mar 31, 2016","Apr 6, 2016",10,39,39,3000,BSE SME,"1,920,000 Eq Shares of ₹10 (aggregating up to ₹7.49 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, April 13, 2016",Wednesday,2016,539837,NaN,M,INE912T01018,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,40,41,40.05,345000
509,Sysco Industries Ltd ,"Mar 31, 2016","Apr 5, 2016",10,10,10,10000,BSE SME,"2,170,000 Eq Shares of ₹10 (aggregating up to ₹2.17 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, April 13, 2016",Wednesday,2016,539842,NaN,M,INE410U01011,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,12,12,12,10000
510,Thyrocare Technologies Ltd ,"Apr 27, 2016","Apr 29, 2016",10,420,446,33,"BSE, NSE","10,744,708 Eq Shares of ₹10 (aggregating up to ₹479.21 Cr)",NaN,"10,744,708 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Monday, May 9, 2016",Monday,2016,539871,THYROCARE,B,INE594H01019,73.18,225.3,8.73,73.55,Link Intime India Private Ltd,NaN,NaN,665,605.8,665,618.8,12860078,NaN,NaN,NaN,NaN,NaN,662,606,665.4,618.1,2678027,NaN,NaN,NaN,NaN,NaN
511,Bajaj Healthcare Ltd ,"Apr 27, 2016","May 2, 2016",10,170,170,800,BSE SME,"1,817,600 Eq Shares of ₹10 (aggregating up to ₹30.90 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, May 10, 2016",Tuesday,2016,539872,NaN,M,INE411U01019,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,170,170,173,171.5,286400
512,Ujjivan Financial Services Ltd ,"Apr 28, 2016","May 2, 2016",10,207,210,70,"BSE, NSE","42,270,760 Eq Shares of ₹10 (aggregating up to ₹887.69 Cr)",[.] Eq Shares of ₹10 (aggregating up to ₹358.16 Cr),"24,968,332 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Tuesday, May 10, 2016",Tuesday,2016,539874,UJJIVAN,B,INE334L01012,33.84,135.45,4.02,40.68,KFintech Private Limited,NaN,NaN,231.9,216.65,244.65,231.55,48259329,NaN,NaN,NaN,NaN,NaN,227,217.05,244,231.6,9683314,NaN,NaN,NaN,NaN,NaN
513,Ghushine Fintrrade Ocean Ltd ,"Apr 25, 2016","Apr 27, 2016",10,10,10,10000,BSE SME,"2,600,000 Eq Shares of ₹10 (aggregating up to ₹2.60 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, May 5, 2016",Thursday,2016,539864,NaN,M,INE009U01011,NaN,NaN,NaN,NaN,Purva Sharegistry India Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,8,9.5,8,230000
514,Parag Milk Foods Ltd ,"May 4, 2016","May 11, 2016",10,215,227,65,"BSE, NSE",[.] Eq Shares of ₹10 (aggregating up to ₹751.78 Cr),[.] Eq Shares of ₹10 (aggregating up to ₹325.00 Cr),"19,850,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Thursday, May 19, 2016",Thursday,2016,539889,PARAGMILK,B,INE883N01014,1.15,3.08,2.12,1.83,KFintech Private Limited,NaN,NaN,217.5,217.5,249.7,247,19256465,NaN,NaN,NaN,NaN,NaN,215.7,215.7,250,247.8,4428319,NaN,NaN,NaN,NaN,NaN
515,Darshan Orna Limited ,"May 2, 2016","May 11, 2016",10,60,60,2000,BSE SME,"1,256,000 Eq Shares of ₹10 (aggregating up to ₹7.54 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, May 19, 2016",Thursday,2016,539884,NaN,MT,INE671T01010,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.8,60.8,61.9,61,64000
516,Sagardeep Alloys Ltd ,"May 4, 2016","May 9, 2016",10,20,20,6000,NSE SME,"3,000,000 Eq Shares of ₹10 (aggregating up to ₹6.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, May 17, 2016",Tuesday,2016,NaN,SAGARDEEP,NaN,INE976T01013,NaN,NaN,NaN,NaN,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,19,20,19,24000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
517,United Polyfab Gujarat Ltd ,"May 25, 2016","May 30, 2016",10,45,45,3000,NSE SME,NaN,"1,701,000 Eq Shares of ₹10 (aggregating up to ₹7.65 Cr)",NaN,NaN,NaN,NaN,"Thursday, July 7, 2016",Thursday,2016,NaN,UNITEDPOLY,NaN,INE368U01011,NaN,NaN,NaN,NaN,Satellite Corporate Services Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.5,42.5,44,44,27000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
518,Shanti Educational Initiatives Ltd ,"Jun 1, 2016","Jun 6, 2016",10,90,90,1600,BSE SME,"4,400,000 Eq Shares of ₹10 (aggregating up to ₹39.60 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, June 14, 2016",Tuesday,2016,539921,NaN,M,INE440T01010,NaN,NaN,NaN,NaN,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,87.5,92,91,172800
519,Yash Chemex Ltd ,"Jun 7, 2016","Jun 10, 2016",10,23,23,6000,BSE SME,"1,092,000 Eq Shares of ₹10 (aggregating up to ₹2.51 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, June 20, 2016",Monday,2016,539939,NaN,M,INE571U01010,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.85,23.05,26,24.6,318000
520,Mahanagar Gas Limited ,"Jun 21, 2016","Jun 23, 2016",10,380,421,35,"BSE, NSE","24,694,500 Eq Shares of ₹10 (aggregating up to ₹1,039.64 Cr)",NaN,"24,694,500 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Friday, July 1, 2016",Friday,2016,539957,MGL,B,INE002S01010,72.84,191.61,6.82,64.54,Link Intime India Private Ltd,NaN,NaN,540,518,548.95,520.3,20001438,NaN,NaN,NaN,NaN,NaN,540,517.8,549.15,519.9,3811431,NaN,NaN,NaN,NaN,NaN
521,Quess Corp Ltd ,"Jun 29, 2016","Jul 1, 2016",10,310,317,45,"BSE, NSE","125,953,353 Eq Shares of ₹10 (aggregating up to ₹400.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, July 12, 2016",Tuesday,2016,539978,QUESS,B,INE615P01015,59.02,392.21,31.23,143.99,Link Intime India Private Ltd,NaN,NaN,500,480,509.3,503.1,16364151,NaN,NaN,NaN,NaN,NaN,499,480.05,508.6,503,3222979,NaN,NaN,NaN,NaN,NaN
522,KKV Agro Powers Ltd ,"Jun 30, 2016","Jul 7, 2016",10,320,320,NaN,NSE SME,"112,000 Eq Shares of ₹10 (aggregating up to ₹3.58 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, July 14, 2016",Thursday,2016,NaN,KKVAPOW,NaN,INE239T01016,NaN,NaN,NaN,NaN,S.K.D.C Consultants Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,325,325,342,342,1600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
523,Zeal Aqua Ltd ,"Jun 27, 2016","Jun 30, 2016",10,130,130,1000,BSE SME,"1,135,000 Eq Shares of ₹10 (aggregating up to ₹14.76 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, July 7, 2016",Thursday,2016,539963,NaN,M,INE819S01017,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,133,131.3,138,134.6,28000
524,L&T Infotech Ltd ,"Jul 11, 2016","Jul 13, 2016",1,705,710,20,"BSE, NSE","17,500,000 Eq Shares of ₹1 (aggregating up to ₹1,236.00 Cr)",0 Eq Shares of ₹1 (aggregating up to ₹[.] Cr),"17,500,000 Eq Shares of ₹1 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Thursday, July 21, 2016",Thursday,2016,540005,LTI,B,INE214T01019,19.91,10.76,7.39,11.69,Link Intime India Private Ltd,NaN,NaN,667,666,710,697.6,11824029,NaN,NaN,NaN,NaN,NaN,666.6,666.6,710,697.65,2242495,NaN,NaN,NaN,NaN,NaN
525,Advance Syntex Ltd ,"Jun 30, 2016","Jul 4, 2016",10,12,12,10000,BSE SME,"2,100,000 Eq Shares of ₹10 (aggregating up to ₹2.52 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, July 12, 2016",Tuesday,2016,539982,NaN,M,INE184U01012,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.25,12.75,14.2,12.91,520000
526,Commercial Syn Bags Ltd ,"Jun 30, 2016","Jul 5, 2016",10,24,24,6000,BSE SME,"3,192,000 Eq Shares of ₹10 (aggregating up to ₹7.66 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, July 14, 2016",Thursday,2016,539986,NaN,M,INE073V01015,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.8,28.8,28.8,28.8,66000
